67129.09988900 -51.07546300
67132.27056200 -50.96015400
67132.81723000 -50.74770100
67133.25456400 -50.79060400
67134.34790000 -51.04289700
67134.56656700 -50.93324700
67134.78523400 -50.89820100
67137.19057200 -50.76284500
67137.62790600 -50.77194100
67138.93990900 -50.82119900
67139.15857600 -50.89636200
67139.92391000 -50.87437700
67140.03324400 -50.92630500
67140.47057800 -50.85364600
67142.98525000 -50.86401800
67145.82792200 -50.87083500
67148.45192700 -50.80457100
67148.88926100 -50.90973600
67149.54526200 -50.87181700
67149.76392900 -50.87482400
67151.62260000 -50.79762400
67154.57460500 -50.88249700
67155.44927400 -50.94817300
67155.66794100 -50.97592300
67156.32394200 -50.94215500
67156.76127600 -51.00291300
67157.08927700 -50.81847000
67159.82261600 -50.93212300
67159.93194900 -50.97312700
67160.25995000 -50.93437200
67161.35328500 -50.92860000
67161.68128600 -50.95627400
67161.89995300 -50.94085800
67162.44662100 -50.92061700
67162.88395500 -51.08887100
67162.99328800 -50.97089500
67165.83596100 -50.92854900
67166.71062900 -50.87140000
67167.47596400 -50.92955200
67167.80396400 -50.94736100
67168.02263100 -51.02640600
67168.24129900 -50.88538800
67168.35063200 -50.91433000
67168.89730000 -50.89625000
67169.00663300 -50.87783800
67171.73997200 -50.89956600
67171.84930600 -50.91818200
67172.94264100 -50.78060000
67173.16130800 -50.88893100
67173.59864200 -50.87057700
67174.03597600 -50.95060100
67177.09731600 -50.79684200
67178.95598600 -50.81456700
67179.72132100 -50.81640800
67180.48665600 -50.90022800
67183.32932800 -51.01594000
67184.31333000 -50.96941400
67184.42266300 -50.97078600
67185.62533200 -51.03819000
67188.35867100 -51.00090400
67188.79600500 -51.08383900
67189.12400600 -50.99394400
67190.10800800 -50.89956600
67190.32667500 -51.01510300
67191.52934400 -50.98565800
67194.70001600 -51.06271400
67195.79335200 -50.83078400
67196.55868700 -50.90633300
67199.72936000 -50.94451800
67200.38536100 -50.95928000
67201.47869600 -50.92373600
67201.69736300 -51.08933800
67205.74270400 -50.98437800
67208.25737600 -51.01077000
67211.97471700 -50.82934700
67212.08405000 -50.99027300
67212.84938500 -50.93303000
67213.17738600 -50.90746100
67213.50538600 -51.00559900
67214.27072100 -50.81706000
67216.89472600 -50.94706200
67217.11339300 -50.94106800
67217.22272700 -50.87583900
67217.76939400 -50.86823300
67218.64406300 -50.80078500
67218.75339600 -50.89437600
67219.62806500 -50.92198700
67222.36140300 -50.85481700
67222.68940400 -50.82415300
67223.01740500 -50.85030500
67223.45473900 -50.81856900
67223.56407200 -50.90849700
67224.11074000 -50.80018500
67224.87607500 -50.70887700
67225.09474200 -50.81702600
67225.20407600 -50.70651600
67228.37474800 -50.76656300
67228.48408200 -50.80352400
67229.14008300 -50.75447700
67229.46808400 -50.74092300
67230.01475100 -50.78409800
67230.67075300 -50.82720600
67231.43608800 -50.75989000
67234.16942600 -50.72128700
67234.71609400 -50.69953900
67235.26276200 -50.84624600
67235.80942900 -50.75651400
67236.68409800 -50.61825500
67236.90276500 -50.69613100
67240.07343800 -50.76513300
67240.62010500 -50.97319000
67241.82277400 -50.80711400
67242.47877600 -50.80796100
67242.91611000 -50.95468600
67243.02544300 -51.05472500
67243.24411000 -50.92951900
67246.52411700 -50.94645100
67246.63345000 -50.93762400
67248.60145400 -50.97870700
67249.25745500 -50.95984800
67249.47612200 -50.87149300
67249.69479000 -51.03348000
67249.91345700 -50.92456900
67253.08412900 -51.03607800
67253.74013100 -51.10921700
67254.06813100 -51.07228200
67254.61479900 -51.00453300
67254.72413300 -50.95961000
67255.16146700 -50.90470900
